store_id,item_id,wm_yr_wk,sell_price
TX_3,FOODS_3_001,11101,2.28
TX_3,FOODS_3_001,11102,2.28
TX_3,FOODS_3_001,11103,2.28
TX_3,FOODS_3_001,11104,2.28
TX_3,FOODS_3_001,11105,2.28
TX_3,FOODS_3_001,11106,2.28
TX_3,FOODS_3_001,11107,2.28
TX_3,FOODS_3_001,11108,2.28
TX_3,FOODS_3_001,11109,2.28
TX_3,FOODS_3_001,11110,2.28
TX_3,FOODS_3_001,11111,2.28
TX_3,FOODS_3_001,11112,2.28
TX_3,FOODS_3_001,11113,2.28
TX_3,FOODS_3_001,11114,2.28
TX_3,FOODS_3_001,11115,2.5
TX_3,FOODS_3_001,11116,2.5
TX_3,FOODS_3_001,11117,1.25
TX_3,FOODS_3_001,11118,2.5
TX_3,FOODS_3_001,11119,2.5
TX_3,FOODS_3_001,11120,2.5
TX_3,FOODS_3_001,11121,2.5
TX_3,FOODS_3_001,11122,2.5
TX_3,FOODS_3_001,11123,0.99
TX_3,FOODS_3_001,11124,2.5
TX_3,FOODS_3_001,11125,2.5
TX_3,FOODS_3_001,11126,2.5
TX_3,FOODS_3_001,11127,2.5
TX_3,FOODS_3_001,11128,2.5
TX_3,FOODS_3_001,11129,2.5
TX_3,FOODS_3_001,11130,2.5
TX_3,FOODS_3_001,11131,2.5
TX_3,FOODS_3_001,11132,2.5
TX_3,FOODS_3_001,11133,2.5
TX_3,FOODS_3_001,11134,2.5
TX_3,FOODS_3_001,11135,2.5
TX_3,FOODS_3_001,11136,2.5
TX_3,FOODS_3_001,11137,2.5
TX_3,FOODS_3_001,11138,2.5
TX_3,FOODS_3_001,11139,2.5
TX_3,FOODS_3_001,11140,2.5
TX_3,FOODS_3_001,11141,2.5
TX_3,FOODS_3_001,11142,2.5
TX_3,FOODS_3_001,11143,2.5
TX_3,FOODS_3_001,11144,2.5
TX_3,FOODS_3_001,11145,2.5
TX_3,FOODS_3_001,11146,2.5
TX_3,FOODS_3_001,11147,2.5
TX_3,FOODS_3_001,11148,2.5
TX_3,FOODS_3_001,11149,2.5
TX_3,FOODS_3_001,11150,2.5
TX_3,FOODS_3_001,11151,2.5
TX_3,FOODS_3_001,11152,2.5
TX_3,FOODS_3_001,11201,2.5
TX_3,FOODS_3_001,11202,2.5
TX_3,FOODS_3_001,11203,2.5
TX_3,FOODS_3_001,11204,2.5
TX_3,FOODS_3_001,11205,2.5
TX_3,FOODS_3_001,11206,2.5
TX_3,FOODS_3_001,11207,2.5
TX_3,FOODS_3_001,11208,2.5
TX_3,FOODS_3_001,11209,2.5
TX_3,FOODS_3_001,11210,2.5
TX_3,FOODS_3_001,11211,2.5
TX_3,FOODS_3_001,11212,2.5
TX_3,FOODS_3_001,11213,2.5
TX_3,FOODS_3_001,11214,1
TX_3,FOODS_3_001,11215,2.5
TX_3,FOODS_3_001,11216,2.5
TX_3,FOODS_3_001,11217,2.5
TX_3,FOODS_3_001,11218,2.5
TX_3,FOODS_3_001,11219,2.5
TX_3,FOODS_3_001,11220,2.5
TX_3,FOODS_3_001,11221,2.5
TX_3,FOODS_3_001,11222,2.5
TX_3,FOODS_3_001,11223,2.5
TX_3,FOODS_3_001,11224,2.5
TX_3,FOODS_3_001,11225,2.5
TX_3,FOODS_3_001,11226,2.5
TX_3,FOODS_3_001,11227,2.5
TX_3,FOODS_3_001,11228,2.5
TX_3,FOODS_3_001,11229,2.5
TX_3,FOODS_3_001,11230,2.5
TX_3,FOODS_3_001,11231,2.5
TX_3,FOODS_3_001,11232,2.5
TX_3,FOODS_3_001,11233,2.5
TX_3,FOODS_3_001,11234,2.5
TX_3,FOODS_3_001,11235,2.5
TX_3,FOODS_3_001,11236,2.5
TX_3,FOODS_3_001,11237,2.5
TX_3,FOODS_3_001,11238,2.5
TX_3,FOODS_3_001,11239,2.5
TX_3,FOODS_3_001,11240,2.5
TX_3,FOODS_3_001,11241,2.5
TX_3,FOODS_3_001,11242,2.5
TX_3,FOODS_3_001,11243,2.5
TX_3,FOODS_3_001,11244,2.5
TX_3,FOODS_3_001,11245,2.5
TX_3,FOODS_3_001,11246,2.5
TX_3,FOODS_3_001,11247,2.5
TX_3,FOODS_3_001,11248,2.5
TX_3,FOODS_3_001,11249,2.5
TX_3,FOODS_3_001,11250,2.5
TX_3,FOODS_3_001,11251,2.5
TX_3,FOODS_3_001,11252,2.5
TX_3,FOODS_3_001,11301,2.5
TX_3,FOODS_3_001,11302,2.5
TX_3,FOODS_3_001,11303,2.5
TX_3,FOODS_3_001,11304,2.5
TX_3,FOODS_3_001,11305,2.5
TX_3,FOODS_3_001,11306,2.5
TX_3,FOODS_3_001,11307,2.5
TX_3,FOODS_3_001,11308,2.5
TX_3,FOODS_3_001,11309,2.5
TX_3,FOODS_3_001,11310,2.5
TX_3,FOODS_3_001,11311,2.5
TX_3,FOODS_3_001,11312,2.5
TX_3,FOODS_3_001,11313,2.5
TX_3,FOODS_3_001,11314,2.5
TX_3,FOODS_3_001,11315,2.5
TX_3,FOODS_3_001,11316,2.5
TX_3,FOODS_3_001,11317,2.5
TX_3,FOODS_3_001,11318,2.5
TX_3,FOODS_3_001,11319,2.5
TX_3,FOODS_3_001,11320,2.5
TX_3,FOODS_3_001,11321,2.5
TX_3,FOODS_3_001,11322,2.5
TX_3,FOODS_3_001,11323,2.5
TX_3,FOODS_3_001,11324,2.5
TX_3,FOODS_3_001,11325,2.5
TX_3,FOODS_3_001,11326,2.5
TX_3,FOODS_3_001,11327,2.5
TX_3,FOODS_3_001,11328,2.5
TX_3,FOODS_3_001,11329,2.5
TX_3,FOODS_3_001,11330,2.5
TX_3,FOODS_3_001,11331,2.5
TX_3,FOODS_3_001,11332,2.5
TX_3,FOODS_3_001,11333,2.5
TX_3,FOODS_3_001,11334,2.5
TX_3,FOODS_3_001,11335,2.5
TX_3,FOODS_3_001,11336,2.5
TX_3,FOODS_3_001,11337,2.5
TX_3,FOODS_3_001,11338,2.5
TX_3,FOODS_3_001,11339,2.5
TX_3,FOODS_3_001,11340,2.5
TX_3,FOODS_3_001,11341,2.5
TX_3,FOODS_3_001,11342,2.5
TX_3,FOODS_3_001,11343,2.5
TX_3,FOODS_3_001,11344,2.5
TX_3,FOODS_3_001,11345,2.5
TX_3,FOODS_3_001,11346,2.5
TX_3,FOODS_3_001,11347,2.5
TX_3,FOODS_3_001,11348,2.5
TX_3,FOODS_3_001,11349,2.5
TX_3,FOODS_3_001,11350,2.5
TX_3,FOODS_3_001,11351,2.5
TX_3,FOODS_3_001,11352,2.5
